Id,Code,Name,NewSectorName,NewSubSectorName,NewIndustryName,NewSubIndustryName,SectorName,SubSectorName,BoardRecording,HeadOffice,Phone,RepresentativeName,WebsiteUrl,Address,TotalEmployees,ExchangeAdministration,Npwp,Npkp,IsActive,ListingDate,AnnualDividend,GeneralInformation,Fax,FoundingDate,CompanyEmail
344,META,Nusantara Infrastructure Tbk.,Infrastruktur,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,"TRADE, SERVICES, & INVESTMENT",Wholesale (Durable & Non Durable Goods),1,Jakarta,+6221 - 515 0100,Dahlia Evawani // corsec@nusantarainfrastructure.com // +62-21 5150100,www.nusantarainfrastructure.com,"Equity Tower Lantai 38, SCBD Lot 9  Jl. Jend. Sudirman Kav. 52 - 53  Jakarta 12190. Indonesia  Tel : +6221 � 515  0100  Fax : +6221 � 515 1221",103,PT. Adimitra Jasa Korpora,01.689.543.5-054.000,-,True,18 Jul 2001,0.0,"PT Nusantara Infrastructure Tbk (IDX: META) Didirikan pada tahun 2006, perusahaan memiliki konsesi infrastruktur di bagian barat dan timur Indonesia yang memberikan pertumbuhan yang berkelanjutan bagi bisnis. Perusahaan melakukan investasi pada saham perusahaan yang bergerak dalam pengelolaan jalan tol (Tangerang dan Makassar), jasa pelabuhan, jasa telekomunikasi, perdagangan dan konstruksi. Perusahaan memulai kegiatan komersialnya pada tanggal 2 Januari 2000. Perusahaan resmi listing di BEI pada tanggal 18 Juli 2001 dan beralamat di Equity Tower Lantai 38, SCBD Lot 9 Jl. Jend. Sudirman Kav. 52 - 53 Jakarta 12190.",+6221 - 515 1221,01 September 1995,corsec@nusantarainfrastructure.com

345,MFIN,Mandala Multifinance Tbk.,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,FINANCE,Financial Institution,2,Jakarta Pusat,021-29259955,Mahrus // corsec@mandalafinance.com // 021-63863084,www.mandalafinance.com,"Jl. Menteng Raya No. 24 A-B, Jakarta Pusat 10340",1387,-,01.365.313.4-054.000,-,True,06 Sep 2005,23.0,"PT Mandala Multifinance Tbk (IDX: MFIN) didirikan pada 21 Juli 1997, adalah perusahaan pembiayaan komersial yang berfokus pada bisnis pembiayaan sepeda motor, elektronik, furnitur dan pembiayaan multiguna lainnya. Perusahaan mulai beroperasi secara komersial pada tahun 1984. Perusahaan resmi listing di BEI pada tanggal 06 September 2005 dan beralamat di Jl. Menteng Raya No. 24 A-B, Jakarta Pusat 10340.",021-29259950,13 August 1983,corsec@mandalafinance.com

346,MFMI,Multifiling Mitra Indonesia Tbk.,Perindustrian,Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis,"TRADE, SERVICES, & INVESTMENT",Others,2,Bekasi,021-8990 7636,Senjaya Bidjaksana // senjaya.bidjaksana@mmi.co.id // 021 89907636,www.mmi.co.id,"Delta Silicon Industrial Park, Jalan Akasia II Blok A7-4A, Lippo Cikarang, Bekasi 17550",-,PT. Share Star Indonesia,01.585.910.1-054.000,-,True,29 Des 2010,1.8,"PT Multifiling Mitra Indonesia Tbk (IDX: MFMI) adalah perusahaan yang bergerak dalam penyediaan layanan seperti penyimpanan file, pengambilan kembali, dan penghancuran arsip, serta layanan lainnya yang berkaitan dengan arsip dan dokumentasi. Perusahaan mulai beroperasi secara komersial pada tahun 1993. Perusahaan resmi listing di BEI pada tanggal 29 Desember 2010 dan beralamat di Delta Silicon Industrial Park, Jalan Akasia II Blok A7-4A, Lippo Cikarang, Bekasi 17550.",021-897 2527,09 July 1992,corsec@mmi.co.id

1189,MGLV,Panca Anugrah Wisesa Tbk.,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga,CONSUMER GOODS INDUSTRY,Houseware,3,"Gedung Jakarta Design Center Lt 2, SR 07 Jalan Jend. Gatot Subroto Kav. 53, Petamburan Jakarta 10260, Indonesia",+62 21 5720543,Mey Linda Palit // corsec@pancaanugrahwisesa.com // +62 21 7180349,http://pancaanugrahwisesa.com/,-,-,PT. Bima Registra,03.244.224.6-072.000,-,True,8-June-2021,0.0,"PT Panca Anugrah Wisesa Tbk (IDX: MGLV) Berawal pada tahun 1990 dengan nama PT Pancamagran Wisesa, Perusahaan saat ini bergerak dalam bidang perdagangan besar berbagai barang dan perlengkapan rumah tangga, seperti ruang tamu dan keluarga, perlengkapan dapur dan kamar mandi, serta perangkat interior mewah dengan nama showroom ""Magran Living"". Perusahaan resmi listing di BEI pada tanggal 08 Juni 2021 dan beralamat di Gedung Jakarta Design Center Lt 2, SR 07 Jalan Jend. Gatot Subroto Kav. 53, Petamburan Jakarta 10260.",+62 21 5720543,1990,corsec@pancaanugrahwisesa.com

347,MGNA,Magna Investama Mandiri Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,CONSUMER GOODS INDUSTRY,Food & Beverages,2,Jakarta Pusat,(021) 63870041,Indah Hapsari // indah@magnafinance.co.id // (021) 29660826,-,"Jl. Biak Blok B No. 2D, Kel. Cideng, Kec. Gambir, Jakarta Pusat 10150",-,PT. Ficomindo Buana Registrar,-,-,True,07 Jul 2014,0.0,"PT Magna Investama Mandiri Tbk (IDX: MGNA) bergerak dibidang jasa, perdagangan beras dan investasi. Perusahaan memiliki anak perusahaan yaitu PT. Padi Unggul Indonesia, adalah perusahaan agribisnis swasta di Indonesia. Terbaru, perusahaan berencana mengubah kegiatan usaha utamanya ke sektor usaha properti komersial, perhotelan dan sarana pendukung lainnya, real estate, pariwisata dan perusahaan holding. Perusahaan resmi listing di BEI pada tanggal 08 Juli 2014 dan beralamat di Jl. Biak Blok B No. 2D, Kel. Cideng, Kec. Gambir, Jakarta Pusat 10150.",(021) 63870042,1984,indah@magnafinance.co.id

1034,MGRO,Mahkota Group Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,AGRICULTURE,Plantation,1,Sumatera Utara,(061) 6616133,Elvi // corporate@mahkotagroup.com // (061) 6616133,www.mahkotagroup.com,"Jl. Pematang Pasir No.27  Medan 20241, Sumatera Utara",,PT. Datindo Entrycom,03.060.756.8-112.000,,True,12 Jul 2018,0.0,"PT Mahkota Group Tbk (IDX: MGRO) bergerak di bidang pabrik kelapa sawit dan perkebunan. Perseroan melalui anak usahanya berfokus pada pengolahan Tandan Buah Segar (TBS) menjadi Crude Palm Oil (CPO) dan inti sawit (palm kernel) serta jasa penyewaan tangki timbun (bulking). Perusahaan dan anak perusahaan, memiliki sejumlah pabrik pengolahan kelapa sawit yang berlokasi di Sumatera Utara dan Riau. Perusahaan resmi listing di BEI pada tanggal 12 Juli 2018 dan beralamat di Grand Jati Junction Lt.27, Jl.Perintis Kemerdekaan No.3A, Medan 20231, Sumatera Utara.",(061) 6616932,,corporate@mahkotagroup.com

348,MICE,Multi Indocitra Tbk.,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga,"TRADE, SERVICES, & INVESTMENT",Wholesale (Durable & Non Durable Goods),2,Jakarata Barat,(021) 2936 8888,Ali Arifin Sutedjo // corp.sec@mic.co.id // 021-29368888,www.mic.co.id,Green Central City   Commercial Area Lantai 6   Jl. Gajah Mada No. 188   Jakarta Barat 11120,-,PT. Adimitra Jasa Korpora,01.353.286.6-054.000,-,True,02 Nov 2005,10.0,PT Multi Indocitra Tbk (IDX: MICE) Perusahaan memproduksi dan mendistribusikan produk kesehatan bayi dan kosmetik. Aktivitas bisnis dimulai pada tahun 1990. Perusahaan resmi listing di BEI pada tanggal 21 Desember 2005 dan beralamat di Green Central City Commercial Area Lantai 6 Jl. Gajah Mada No. 188 Jakarta Barat 11120.,(021) 2937 9212,11 January 1990,corp.sec@mic.co.id

349,MIDI,Midi Utama Indonesia Tbk.,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,"TRADE, SERVICES, & INVESTMENT",Retail Trade,2,Tangerang,(021) 554-3445,Suantopo Po // aan.suantopo@mu.co.id // +62-21-5543445,-,"Gedung Alfa Tower, Lt. 12, Jl. Jalur Sutera Barat, Kav. 7-9, Alam Sutera, Tangerang, Banten 15143",-,PT. Adimitra Jasa Korpora,02.672.927.7-054.000,-,True,30 Nov 2010,14.5,"PT Midi Utama Indonesia Tbk (IDX: MIDI) didirikan pada bulan Juli 2007, perusahaan bergerak di bidang perdagangan umum yang meliputi bisnis di supermarket dan pasar mini. Bisnis utama perusahaan adalah ritel produk konsumen melalui jaringan minimarket yang dikenal dengan nama ""Alfamidi"" dan ""Alfaexpress"". Perusahaan resmi listing di BEI pada tanggal 30 November 2010 dan beralamat di Gedung Alfa Tower, Lt. 12, Jl. Jalur Sutera Barat, Kav. 7-9, Alam Sutera, Tangerang, Banten 15143.",(021) 554-9505,28 June 2007,aan.suantopo@mu.co.id

350,MIKA,Mitra Keluarga Karyasehat Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,"TRADE, SERVICES, & INVESTMENT",Health Care,1,Jakarta Pusat,(021) 424 3908,"Joyce V. Handajani, MBA // corporate.secretary@mitrakeluarga.com // (021) 4585 2700 / 2800",http://www.mitrakeluarga.com/,Jalan Letjen. Suprapto Kav 4 Jakarta Pusat 10510,-,PT. Adimitra Jasa Korpora,01.683.918.5-024.000,-,True,24 Mar 2015,200.0,"PT Mitra Keluarga Karyasehat Tbk (IDX: MIKA) berdiri sejak tahun 1989, perusahaan bergerak di bidang Pelayanan Kesehatan Masyarakat (Rumah Sakit) dengan nama Rumah Sakit Mitra Keluarga. Perusahaan resmi listing di BEI pada tanggal 24 Maret 2015 dan beralamat di Jl. Raya Gading Kirana Kav.2 Jakarta Utara 14240.",(021) 424 4983,03 January 1995,corporate.secretary@mitrakeluarga.com

973,MINA,Sanurhasta Mitra Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar","TRADE, SERVICES, & INVESTMENT","Restaurant, Hotel And Tourism",2,Jakarta Pusat,(021) 29035620,Gunawan Angkawibawa // gunawan_ang@yahoo.co.id // 081510808872,www.sanurhasta.com,"Equity Tower Lt. 11 Unit D SCBD Lot 9 Jln. Jend. Sudirman Kav. 52-53 Jakarta Pusat 12190",-,PT. Datindo Entrycom,16537748011000,-,True,28 Apr 2017,0.0,"PT Sanurhasta Mitra Tbk (IDX: MINA) perusahaan yang bergerak dalam bidang Pengembangan Properti dan Hotel ini adalah pemilik resmi dan pengelola tanah seluas 40.663 m2 di kawasan Umalas, Sanur Kauh, Denpasar Selatan. Perusahaan juga sebagai pemegang utama saham PT Minna Padi Resorts, yang memiliki proyek bisnis ""The Santai"", sebuah vila berkonsep mewah untuk liburan keluarga dan dikelilingi persawahan serta berada di lokasi pedesaan. Saat ini, ""The Santai"" dioperasikan oleh Lifestyle Retreats Pte. Ltd. Perusahaan resmi listing di BEI pada tanggal 28 April 2017 dan beralamat di Equity Tower Lt. 11 Unit D SCBD Lot 9 Jln. Jend. Sudirman Kav. 52-53 Jakarta Pusat 12190.",(021) 29035619,-,shm@sanurhastamitra.com

351,MIRA,Mitra International Resources Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Transportation,2,Jawa Barat,+62 21 8671237/8671537,Arda Billy // corporatesecretary@mitrarajasa.com // (021) 8671237/8671537,www.mitrarajasa.com,"Jl.Tlajung udik KM.19 Gunung Putri, Citeureup-Bogor",923,PT. Adimitra Jasa Korpora,01.316.063.5-054.000,-,True,30 Jan 1997,0.0,"PT Mitra International Resources Tbk (IDX: MIRA) didirikan pada tanggal 24 April 1979 dengan nama PT Mitra Rajasa. Saat ini perusahaan melalui entitas anak, bergerak dalam mendukung produksi minyak, gas dan panas bumi. Perusahaan resmi listing di BEI pada tanggal 30 Januari 1997 dan beralamat di Jl. Tlajung Udik KM.19 Gunung Putri, Citeureup-Bogor.",+62 21 8671536,24 April 1979,corsec@mitrarajasa.com

352,MITI,Mitra Investindo Tbk.,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas,MINING,Crude Petroleum & Natural Gas Production,2,Jakarta Selatan,"(021) 5224508, 5224509",Diah Pertiwi Gandhi // corsec@mitra-investindo.com // 021-57957518,www.mitra-investindo.com,"Wisma Bumiputera Lantai 14, Jl. Jend. Sudirman Kav 75, Jakarta 12910",205,PT. Sinartama Gunita,01.642.629.8-091.000,-,True,16 Jul 1997,0.0,"PT Mitra Investindo Tbk (IDX: MITI) bergerak dalam bidang pertambangan granit dan industri minyak dan gas bumi melalui investasi pada anak perusahaan. Perusahaan memulai kegiatan komersialnya pada tahun 1994. Perusahaan resmi listing di BEI pada tanggal 16 Juli 1997 dan beralamat di Jl. Menteng Raya No. 72, Jakarta Pusat 10340.",-,16 September 1993,corsec@mitra-investindo.com

826,MKNT,Mitra Komunikasi Nusantara Tbk.,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen,"TRADE, SERVICES, & INVESTMENT",Retail Trade,2,Jakarta Selatan,021-30056255,Ornela Bartin Sutan Giri // ornella.bartin@mknt.id // 021-30056255,www.mknt.id,"AXA Tower Lantai 42, suite 2-3-5 Jl. Prof. Dr. Satrio Kav. 18 Jakarta Selatan",-,PT. Sinartama Gunita,21.046.850.0-028.000,-,True,26 Okt 2015,0.0,"PT Mitra Komunikasi Nusantara Tbk (IDX: MKNT) bergerak dalam perdagangan umum, terutama telepon seluler (Ponsel), Gadget (Smartphone, Tablet dll) dan voucher isi ulang. Perusahaan merupakan agen tunggal perangkat Elektronik (Gadget) dengan merek Cyrus, serta sebagai Importir dan Wholesaler untuk produk Cyrus. Perusahaan resmi listing di BEI pada tanggal 26 Oktober 2015 dan beralamat di AXA Tower Lantai 42, suite 2-3-5 Jl. Prof. Dr. Satrio Kav. 18 Jakarta Selatan.",021-30056256,14 July 2008,cs@ptmkn.com

354,MKPI,Metropolitan Kentjana Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,2,Jakarta,(021) 7505757,Tan Dwi Ratih // ratih@mk.co.id,-,"Jl. Metro Duta Niaga Blok B-5  Pondok Indah, Jakarta 12310",-,PT. Sirca Datapro Perdana,01.309.818.1-062.000,-,True,10 Jul 2009,223.7,"PT Metropolitan Kentjana Tbk (IDX: MKPI) bergerak dalam bidang pengembangan real estat, penyewaan dan pengelolaan pusat perbelanjaan, apartemen, perkantoran, perumahan dan jasa perawatan, pembersihan dan pengelolaan. Perusahaan mulai beroperasi secara komersial pada tahun 1975. Perusahaan dan anak perusahaan memiliki dan mengelola pusat perbelanjaan Pondok Indah I dan II, Wisma Pondok Indah I, II, dan III, Apartemen Golf Pondok Indah I, II dan III, proyek perumahan real estat Pondok Indah, Garden Shangril La di Batam dan Perhotelan di Pondok Indah, Jakarta Selatan. Perusahaan resmi listing di BEI pada tanggal 10 Juli 2009 dan beralamat di Jl. Metro Duta Niaga Blok B-5 Pondok Indah Plaza 2, Jakarta 12310.",(021) 7694989,29 March 1972,corsec@pondokindahgroup.co.id

1270,MKTR,Menthobi Karyatama Raya Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,AGRICULTURE,Plantation,2,Gedung Wisma Maktour Lt.4 Jalan Otto Iskandardinata No. 80 Jakarta Timur 13330,021 50201035,Ilhamd Fithriansyah // corporate@mktr.co.id // 021-50201035,https://mktr.co.id/,"Gedung Wisma Maktour Lt.4, Jalan Otto Iskandardinata No. 80 Jakarta Timur 13330",1005,PT. Bima Registra.,83.075.571.6-002.000,-,True,08 November 2022,0.0,"PT Menthobi Karyatama Raya Tbk (IDX: MKTR), merupakan perusahaan yang berfokus pada pengelolaan hasil perkebunan. Saat ini, telah menjadi salah satu perusahaan dengan tata kelola terbaik dengan konsep integrasi antara hasil perkebunan, pengolahan dan pemanfaatan limbah dengan standar yang tinggi serta transport manajemen yang baik dengan konsep yang ramah lingkungan dan berkesinambungan. Perusahaan resmi listing di BEI pada tanggal 08 November 2022 dan beralamat kantor pusat di Gedung Wisma Maktour Lt.4, Jalan Otto Iskandardinata No. 80 Jakarta Timur 13330",-,4 Oktober 2017,corporate@mktr.co.id

355,MLBI,Multi Bintang Indonesia Tbk.,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Keras,CONSUMER GOODS INDUSTRY,Food & Beverages,1,Tangerang,"619-01-08, 545-07-50, 545-07-42","Erik Pieter Mul // eka_lesdiana@multibintang.co.id // 021-619-0108, 545-0750, 545-0742",-,Jl. Daan Mogot Km.19  Tangerang 15122,440,PT. Sirca Datapro Perdana,01.002.228.3-092.000,-,True,17 Jan 1994,257.0,"PT Multi Bintang Indonesia Tbk (IDX: MLBI) perusahaan adalah produsen bir terkemuka di Indonesia. Perusahaan menghasilkan dan memasarkan berbagai produk dengan merek dagang, Bir Bintang, Heineken, Guinness, Green Sands, Bintang Zero dan Recharge. Perusahaan mulai beroperasi secara komersial pada tahun 1929. Perusahaan resmi listing di BEI pada tanggal 15 Desember 1981 dan beralamat di Jl. Daan Mogot Km.19 Tangerang 15122.",021 - 619-0190,03 June 1929,eka_lesdiana@multibintang.co.id

356,MLIA,Mulia Industrindo Tbk,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,BASIC INDUSTRY AND CHEMICALS,"Ceramics, Glass, Porcelain",2,Jakarta,(021) 22513000,Henry Bun // nila@muliagroup.co.id // (021) 5200959,-,"Atrium Mulia Lantai 8 Jalan H.R. Rasuna Said Kav. B 10-11 Jakarta 12910",7902,PT. Raya Saham Registrar (dulu bernama PT. Risjad Salim Registra,01.332.773.9-054.000,-,True,17 Jan 1994,0.0,"PT Mulia Industrindo Tbk (IDX: MLIA) didirikan pada tanggal 5 November 1986, perusahaan bergerak dalam bidang perdagangan dan sebagai distributor dari produk anak perusahaannya. Adapun anak perusahaannya, yaitu; PT. Muliaglass dan PT. Muliakeramik Indahraya. Anak perusahaannya memproduksi loat glass, glass container, glass block, dan safety glass, floor dan wall ceramic tile. Perusahaan tergabung dalam bisnis Grup Mulia. Perusahaan resmi listing di BEI pada tanggal 17 Januari 1994 dan beralamat di Atrium Mulia Lantai 8 Jalan H.R. Rasuna Said Kav. B 10-11 Jakarta 12910.",(021) 25982814,05 November 1986,nila@muliagroup.co.id

358,MLPL,Multipolar Tbk.,Perindustrian,Perusahaan Holding Multi Sektor,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,"TRADE, SERVICES, & INVESTMENT",Computer And Services,1,Tangerang,021 - 5468888,Chrysologus RN. Sinulingga // multipolar@multipolar.co.id // 021 - 5468888,www.multipolar-group.com,"Menara Matahari Lantai 21, Jl. Bulevar Palem Raya no. 7, Lippo Karawaci 1200, Tangerang 15811",19789,PT. Share Star Indonesia,01.305.963.9-054.000,-,True,06 Nov 1989,9.4,"PT Multipolar Tbk (IDX: MLPL) bergerak di bidang jasa telekomunikasi, industri teknologi informasi, perdagangan umum termasuk jasa impor, ekspor, interinsulair, lokal dan ritel, pengembangan properti / real estat dan jasa manajemen, ruang sewa bangunan. Saat ini, Perseroan merupakan perusahaan induk (holding company) sejumlah anak perusahaan yang menjalankan bisnis perdagangan, ritel, teknologi, multimedia, dan arsip dokumen. Perusahaan mulai beroperasi secara komersial pada tanggal 4 Desember 1975. Perusahaan resmi listing di BEI pada tanggal 06 November 1989 dan beralamat di Menara Matahari Lantai 20, Jl. Bulevar Palem Raya No. 7, Lippo Karawaci 1200, Tangerang 15811.",021 - 5475147,04 December 1975,chrys.sinulingga@multipolar-group.com

359,MLPT,Multipolar Technology Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,"TRADE, SERVICES, & INVESTMENT",Computer And Services,1,Jakarta,(021) 55777000,Wahyudi Chandra // corsec.mlpt@multipolar.com // (021) 55777000,www.multipolar.com,"Gedung Lippo Kuningan lantai 17, Jl. HR. Rasuna Said Kav. B12, Jakarta 12940, Indonesia",-,PT. Sharestar Indonesia,02.139.584.3-054.000,-,True,08 Jul 2013,5.71,"PT Multipolar Technology Tbk (IDX: MLPT) bergerak di bidang jasa, perdagangan umum, industri, percetakan dan transportasi darat. Kegiatan usaha utama perseroan meliputi industri jasa telekomunikasi dan teknologi, bertindak sebagai agen, representatif, pemegang lisensi waralaba, yang menjalankan usaha di bidang perdagangan umum, industri komputer dan periferal, dan industri peralatan transmisi telekomunikasi. Perusahaan merupakan anak usaha dari PT Multipolar Tbk (IDX: MLPL) dan memulai operasinya pada bulan Februari 2009. Perusahaan resmi listing di BEI pada tanggal 08 Juli 2013 dan beralamat di Sopo Del Office Towers & Lifestyle Tower 8 Lantai 18, Jalan Mega Kuningan Barat III Lot 10, 1-6, Kuningan Timur, Setiabudi, Jakarta Selatan 12950.",(021) 5460020,28 December 2001,corsec.mlpt@multipolar.com

1282,MMIX,Multi Medika Internasional Tbk.,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Keperluan Rumah Tangga,Produk Keperluan Rumah Tangga,"TRADE, SERVICES, & INVESTMENT",Health Care,2,"Jl. Peternakan III No.55B, Kapuk Cengkareng, Jakarta Barat 11720",+62 21 2967-6078,Karina Nurhadiah // corpsec@multimed.co.id // +62 21 2967-6078,https://www.multimed.co.id/,"PT. Multi Medika Internasional Tbk Jl. Peternakan III No.55B, Kelurahan Kapuk, Kecamatan Cengkareng, Jakarta Barat – DKI Jakarta, Kode Pos 11720",63,PT. Sinartama Gunita.,95.965.444.3-034.000,-,True,06-Desember-2022,0.0,"PT Multi Medika Internasional Tbk (IDX: MMIX) adalah perusahaan distribusi ritel produk yang memiliki lisensi Kekayaan Intelektual (Intellectual Property / IP) terpercaya dan terkemuka yang berfokus pada mendistribusikan berbagai produk, sebagian besar ke jalur perdagangan modern dan e-commerce. Perseroan telah bermitra pelaku ritel utama seperti Alfamart & Indomaret dan melakukan inovasi berkelanjutan, seperti bekerja sama dengan pemegang IP global, sebagai fitur kelebihan utama dalam meningkatkan penjualan produk. Pengembangan bisnis perusahaan dengan memanfaatkan hubungan dengan pelaku bisnis ritel utama dan agen IP Internasional terkemuka, seperti Warner Bros (AS), Hybe Entertainment (Korea) & Line Friends (Korea) untuk memperluas bisnis ke beberapa kategori seperti Perawatan Pribadi, Perawatan Kulit, dan Perawatan Kecantikan. Perusahaan resmi listing di BEI pada tanggal 06 Desember 2022 dan beralamat di PT. Multi Medika Internasional Tbk Jl. Peternakan III No.55B, Kelurahan Kapuk, Kecamatan Cengkareng, Jakarta Barat – DKI Jakarta, Kode Pos 11720",+62 21 565 9458,28-September-2020,corpsec@multimed.co.id
